index,date,season,year,month,hour,is_holiday,weekday,is_working_day,weather_situation,temperature,apparent_temperature,humidity,windspeed,casual_rentals,registered_rentals,total_rentals,time_of_day,windspeed_category,humidity_category,rolling_mean
3872,2011-06-15,Summer,2011,Jun,5,Not holiday,Wednesday,Workingday,Clear/Few clouds,0.48,0.4697,0.67,0.2836,1,20,21,Malam,Low,Low,216.0
3871,2011-06-15,Summer,2011,Jun,4,Not holiday,Wednesday,Workingday,Clear/Few clouds,0.5,0.4848,0.63,0.2836,0,4,4,Malam,Low,Low,216.04166666666666
3870,2011-06-15,Summer,2011,Jun,3,Not holiday,Wednesday,Workingday,Clear/Few clouds,0.5,0.4848,0.68,0.2537,0,1,1,Malam,Low,Low,210.125
3869,2011-06-15,Summer,2011,Jun,2,Not holiday,Wednesday,Workingday,Clear/Few clouds,0.52,0.5,0.63,0.2239,0,9,9,Malam,Low,Low,205.79166666666666
3868,2011-06-15,Summer,2011,Jun,1,Not holiday,Wednesday,Workingday,Clear/Few clouds,0.54,0.5152,0.64,0.2836,0,14,14,Malam,Low,Low,191.16666666666666
3867,2011-06-15,Summer,2011,Jun,0,Not holiday,Wednesday,Workingday,Clear/Few clouds,0.56,0.5303,0.64,0.3582,8,44,52,Malam,Low,Low,173.08333333333334
3905,2011-06-16,Summer,2011,Jun,14,Not holiday,Thursday,Workingday,Cloudy/Broken clouds,0.72,0.6667,0.54,0.3284,39,114,153,Siang,Low,Low,171.41666666666666
3906,2011-06-16,Summer,2011,Jun,15,Not holiday,Thursday,Workingday,Cloudy/Broken clouds,0.7,0.6515,0.61,0.2985,32,127,159,Siang,Low,Low,176.95833333333334
3907,2011-06-16,Summer,2011,Jun,16,Not holiday,Thursday,Workingday,Light Rain/Snow,0.66,0.6212,0.69,0.194,36,258,294,Siang,Low,Low,180.41666666666666
3908,2011-06-16,Summer,2011,Jun,17,Not holiday,Thursday,Workingday,Cloudy/Broken clouds,0.64,0.5909,0.78,0.1045,42,230,272,Siang,Low,Low,187.29166666666666
3909,2011-06-16,Summer,2011,Jun,18,Not holiday,Thursday,Workingday,Clear/Few clouds,0.64,0.5758,0.83,0.2239,26,299,325,Sore,Low,Low,193.54166666666666
3914,2011-06-16,Summer,2011,Jun,23,Not holiday,Thursday,Workingday,Light Rain/Snow,0.6,0.5606,0.83,0.2537,2,14,16,Sore,Low,Low,183.5
3911,2011-06-16,Summer,2011,Jun,20,Not holiday,Thursday,Workingday,Clear/Few clouds,0.62,0.5758,0.83,0.3284,25,176,201,Sore,Low,Low,178.125
3912,2011-06-16,Summer,2011,Jun,21,Not holiday,Thursday,Workingday,Light Rain/Snow,0.62,0.5758,0.83,0.2537,34,154,188,Sore,Low,Low,168.625
3913,2011-06-16,Summer,2011,Jun,22,Not holiday,Thursday,Workingday,Light Rain/Snow,0.62,0.5758,0.83,0.2537,24,127,151,Sore,Low,Low,161.91666666666666
3904,2011-06-16,Summer,2011,Jun,13,Not holiday,Thursday,Workingday,Cloudy/Broken clouds,0.72,0.6667,0.54,0.2537,37,114,151,Siang,Low,Low,161.375
3910,2011-06-16,Summer,2011,Jun,19,Not holiday,Thursday,Workingday,Clear/Few clouds,0.62,0.5758,0.83,0.2836,58,269,327,Sore,Low,Low,167.58333333333334
3903,2011-06-16,Summer,2011,Jun,12,Not holiday,Thursday,Workingday,Clear/Few clouds,0.72,0.6667,0.54,0.3881,41,165,206,Siang,Low,Low,168.29166666666666
3891,2011-06-16,Summer,2011,Jun,0,Not holiday,Thursday,Workingday,Clear/Few clouds,0.6,0.6212,0.56,0.1045,9,38,47,Malam,Low,Low,163.41666666666666
3901,2011-06-16,Summer,2011,Jun,10,Not holiday,Thursday,Workingday,Cloudy/Broken clouds,0.66,0.6212,0.61,0.2537,18,103,121,Pagi,Low,Low,162.83333333333334
3900,2011-06-16,Summer,2011,Jun,9,Not holiday,Thursday,Workingday,Cloudy/Broken clouds,0.62,0.6061,0.65,0.194,29,232,261,Pagi,Low,Low,165.08333333333334
3899,2011-06-16,Summer,2011,Jun,8,Not holiday,Thursday,Workingday,Cloudy/Broken clouds,0.6,0.5909,0.69,0.1343,24,364,388,Pagi,Low,Low,160.5
3898,2011-06-16,Summer,2011,Jun,7,Not holiday,Thursday,Workingday,Light Rain/Snow,0.56,0.5303,0.78,0.1642,16,172,188,Pagi,Low,Low,152.91666666666666
3897,2011-06-16,Summer,2011,Jun,6,Not holiday,Thursday,Workingday,Light Rain/Snow,0.58,0.5455,0.73,0.1642,8,104,112,Pagi,Low,Low,152.54166666666666
3896,2011-06-16,Summer,2011,Jun,5,Not holiday,Thursday,Workingday,Clear/Few clouds,0.6,0.6061,0.64,0.194,7,18,25,Malam,Low,Low,152.70833333333334
3895,2011-06-16,Summer,2011,Jun,4,Not holiday,Thursday,Workingday,Cloudy/Broken clouds,0.56,0.5303,0.68,0.1045,0,6,6,Malam,Low,Low,152.79166666666666
3894,2011-06-16,Summer,2011,Jun,3,Not holiday,Thursday,Workingday,Cloudy/Broken clouds,0.56,0.5303,0.73,0.0896,0,4,4,Malam,Low,Low,152.91666666666666
3893,2011-06-16,Summer,2011,Jun,2,Not holiday,Thursday,Workingday,Clear/Few clouds,0.6,0.6212,0.56,0.0896,1,4,5,Malam,Low,Low,152.75
3892,2011-06-16,Summer,2011,Jun,1,Not holiday,Thursday,Workingday,Clear/Few clouds,0.58,0.5455,0.6,0.0,4,13,17,Malam,,Low,152.875
3902,2011-06-16,Summer,2011,Jun,11,Not holiday,Thursday,Workingday,Cloudy/Broken clouds,0.68,0.6364,0.61,0.2985,33,117,150,Pagi,Low,Low,156.95833333333334
3929,2011-06-17,Summer,2011,Jun,14,Not holiday,Friday,Workingday,Clear/Few clouds,0.76,0.697,0.52,0.194,73,142,215,Siang,Low,Low,159.54166666666666
3930,2011-06-17,Summer,2011,Jun,15,Not holiday,Friday,Workingday,Clear/Few clouds,0.78,0.697,0.43,0.2239,62,181,243,Siang,Low,Low,163.04166666666666
3931,2011-06-17,Summer,2011,Jun,16,Not holiday,Friday,Workingday,Clear/Few clouds,0.76,0.6818,0.45,0.1642,69,286,355,Siang,Low,Low,165.58333333333334
3932,2011-06-17,Summer,2011,Jun,17,Not holiday,Friday,Workingday,Light Rain/Snow,0.76,0.6818,0.4,0.194,85,467,552,Siang,Low,Low,177.25
3933,2011-06-17,Summer,2011,Jun,18,Not holiday,Friday,Workingday,Light Rain/Snow,0.76,0.6818,0.4,0.194,62,388,450,Sore,Low,Low,182.45833333333334
3938,2011-06-17,Summer,2011,Jun,23,Not holiday,Friday,Workingday,Clear/Few clouds,0.62,0.5758,0.83,0.1343,37,141,178,Sore,Low,Low,189.20833333333334
3935,2011-06-17,Summer,2011,Jun,20,Not holiday,Friday,Workingday,Clear/Few clouds,0.64,0.5909,0.78,0.1045,40,192,232,Sore,Low,Low,190.5
3936,2011-06-17,Summer,2011,Jun,21,Not holiday,Friday,Workingday,Clear/Few clouds,0.64,0.5909,0.78,0.0896,49,159,208,Sore,Low,Low,191.33333333333334
3937,2011-06-17,Summer,2011,Jun,22,Not holiday,Friday,Workingday,Clear/Few clouds,0.62,0.5606,0.88,0.1343,48,127,175,Sore,Low,Low,192.33333333333334
3928,2011-06-17,Summer,2011,Jun,13,Not holiday,Friday,Workingday,Clear/Few clouds,0.74,0.6818,0.62,0.2836,48,156,204,Siang,Low,Low,194.54166666666666
3934,2011-06-17,Summer,2011,Jun,19,Not holiday,Friday,Workingday,Light Rain/Snow,0.64,0.5758,0.83,0.2537,53,275,328,Sore,Low,Low,194.58333333333334
3927,2011-06-17,Summer,2011,Jun,12,Not holiday,Friday,Workingday,Clear/Few clouds,0.7,0.6515,0.65,0.2537,49,194,243,Siang,Low,Low,196.125
3920,2011-06-17,Summer,2011,Jun,5,Not holiday,Friday,Workingday,Clear/Few clouds,0.54,0.5152,1.0,0.0,1,12,13,Malam,,Low,194.70833333333334
3925,2011-06-17,Summer,2011,Jun,10,Not holiday,Friday,Workingday,Clear/Few clouds,0.7,0.6515,0.58,0.194,44,126,170,Pagi,Low,Low,196.75
3915,2011-06-17,Summer,2011,Jun,0,Not holiday,Friday,Workingday,Clear/Few clouds,0.56,0.5303,0.88,0.0896,3,21,24,Malam,Low,Low,186.875
3917,2011-06-17,Summer,2011,Jun,2,Not holiday,Friday,Workingday,Clear/Few clouds,0.56,0.5303,0.94,0.1045,2,11,13,Malam,Low,Low,171.25
3918,2011-06-17,Summer,2011,Jun,3,Not holiday,Friday,Workingday,Clear/Few clouds,0.56,0.5303,0.94,0.1045,1,5,6,Malam,Low,Low,163.66666666666666
3919,2011-06-17,Summer,2011,Jun,4,Not holiday,Friday,Workingday,Clear/Few clouds,0.54,0.5152,0.94,0.1343,1,5,6,Malam,Low,Low,159.25
3916,2011-06-17,Summer,2011,Jun,1,Not holiday,Friday,Workingday,Clear/Few clouds,0.56,0.5303,0.94,0.1343,4,19,23,Malam,Low,Low,159.16666666666666
3921,2011-06-17,Summer,2011,Jun,6,Not holiday,Friday,Workingday,Clear/Few clouds,0.56,0.5303,0.94,0.0,8,89,97,Pagi,,Low,162.95833333333334
3922,2011-06-17,Summer,2011,Jun,7,Not holiday,Friday,Workingday,Clear/Few clouds,0.6,0.5606,0.83,0.0,25,225,250,Pagi,,Low,173.20833333333334
3923,2011-06-17,Summer,2011,Jun,8,Not holiday,Friday,Workingday,Cloudy/Broken clouds,0.6,0.5606,0.83,0.0,28,426,454,Pagi,,Low,191.91666666666666
3924,2011-06-17,Summer,2011,Jun,9,Not holiday,Friday,Workingday,Clear/Few clouds,0.7,0.6515,0.58,0.194,28,196,224,Pagi,Low,Low,200.54166666666666
3926,2011-06-17,Summer,2011,Jun,11,Not holiday,Friday,Workingday,Clear/Few clouds,0.68,0.6364,0.69,0.2537,43,138,181,Pagi,Low,Low,201.83333333333334
3948,2011-06-18,Summer,2011,Jun,9,Not holiday,Saturday,Not Workday,Clear/Few clouds,0.7,0.6515,0.61,0.2239,62,156,218,Pagi,Low,Low,201.95833333333334
3962,2011-06-18,Summer,2011,Jun,23,Not holiday,Saturday,Not Workday,Cloudy/Broken clouds,0.72,0.6818,0.62,0.0,53,97,150,Sore,,Low,198.08333333333334
3961,2011-06-18,Summer,2011,Jun,22,Not holiday,Saturday,Not Workday,Cloudy/Broken clouds,0.72,0.6818,0.62,0.1343,56,105,161,Sore,Low,Low,190.0
3960,2011-06-18,Summer,2011,Jun,21,Not holiday,Saturday,Not Workday,Cloudy/Broken clouds,0.72,0.6818,0.66,0.1045,58,125,183,Sore,Low,Low,174.625
3959,2011-06-18,Summer,2011,Jun,20,Not holiday,Saturday,Not Workday,Cloudy/Broken clouds,0.72,0.6667,0.58,0.1343,61,127,188,Sore,Low,Low,163.70833333333334
3958,2011-06-18,Summer,2011,Jun,19,Not holiday,Saturday,Not Workday,Cloudy/Broken clouds,0.74,0.6667,0.51,0.1045,99,227,326,Sore,Low,Low,169.875
3949,2011-06-18,Summer,2011,Jun,10,Not holiday,Saturday,Not Workday,Clear/Few clouds,0.72,0.6818,0.62,0.194,68,176,244,Pagi,Low,Low,170.375
3947,2011-06-18,Summer,2011,Jun,8,Not holiday,Saturday,Not Workday,Clear/Few clouds,0.66,0.6061,0.78,0.0896,28,103,131,Pagi,Low,Low,167.16666666666666
3945,2011-06-18,Summer,2011,Jun,6,Not holiday,Saturday,Not Workday,Clear/Few clouds,0.62,0.5758,0.83,0.1045,9,18,27,Pagi,Low,Low,161.0
3944,2011-06-18,Summer,2011,Jun,5,Not holiday,Saturday,Not Workday,Clear/Few clouds,0.62,0.5758,0.83,0.0,1,6,7,Malam,,Low,152.79166666666666
3943,2011-06-18,Summer,2011,Jun,4,Not holiday,Saturday,Not Workday,Clear/Few clouds,0.6,0.5455,0.88,0.0896,1,4,5,Malam,Low,Low,139.33333333333334
3942,2011-06-18,Summer,2011,Jun,3,Not holiday,Saturday,Not Workday,Clear/Few clouds,0.6,0.5455,0.88,0.0896,4,16,20,Malam,Low,Low,130.04166666666666
3941,2011-06-18,Summer,2011,Jun,2,Not holiday,Saturday,Not Workday,Clear/Few clouds,0.6,0.5455,0.88,0.0,16,37,53,Malam,,Low,131.70833333333334
3940,2011-06-18,Summer,2011,Jun,1,Not holiday,Saturday,Not Workday,Clear/Few clouds,0.62,0.5758,0.83,0.1045,15,80,95,Malam,Low,Low,128.58333333333334
3939,2011-06-18,Summer,2011,Jun,0,Not holiday,Saturday,Not Workday,Clear/Few clouds,0.62,0.5606,0.88,0.1343,21,83,104,Malam,Low,Low,131.91666666666666
3946,2011-06-18,Summer,2011,Jun,7,Not holiday,Saturday,Not Workday,Clear/Few clouds,0.64,0.5909,0.78,0.1343,12,45,57,Pagi,Low,Low,133.75
3973,2011-06-19,Summer,2011,Jun,10,Not holiday,Sunday,Not Workday,Cloudy/Broken clouds,0.7,0.6515,0.61,0.1045,86,158,244,Pagi,Low,Low,143.66666666666666
3986,2011-06-19,Summer,2011,Jun,23,Not holiday,Sunday,Not Workday,Clear/Few clouds,0.66,0.6061,0.78,0.194,14,78,92,Sore,Low,Low,147.25
3985,2011-06-19,Summer,2011,Jun,22,Not holiday,Sunday,Not Workday,Clear/Few clouds,0.66,0.6061,0.78,0.2239,38,114,152,Sore,Low,Low,152.625
3984,2011-06-19,Summer,2011,Jun,21,Not holiday,Sunday,Not Workday,Clear/Few clouds,0.68,0.6364,0.79,0.1343,57,110,167,Sore,Low,Low,155.54166666666666
3983,2011-06-19,Summer,2011,Jun,20,Not holiday,Sunday,Not Workday,Clear/Few clouds,0.7,0.6515,0.7,0.194,86,146,232,Sore,Low,Low,154.79166666666666
3982,2011-06-19,Summer,2011,Jun,19,Not holiday,Sunday,Not Workday,Clear/Few clouds,0.72,0.6818,0.62,0.1343,94,217,311,Sore,Low,Low,148.83333333333334
3981,2011-06-19,Summer,2011,Jun,18,Not holiday,Sunday,Not Workday,Cloudy/Broken clouds,0.74,0.6818,0.58,0.0896,78,218,296,Sore,Low,Low,151.83333333333334
3972,2011-06-19,Summer,2011,Jun,9,Not holiday,Sunday,Not Workday,Cloudy/Broken clouds,0.68,0.6364,0.74,0.1045,58,111,169,Pagi,Low,Low,151.33333333333334
3963,2011-06-19,Summer,2011,Jun,0,Not holiday,Sunday,Not Workday,Clear/Few clouds,0.7,0.6515,0.65,0.0,18,71,89,Malam,,Low,145.95833333333334
3970,2011-06-19,Summer,2011,Jun,7,Not holiday,Sunday,Not Workday,Cloudy/Broken clouds,0.66,0.6061,0.78,0.1642,35,36,71,Pagi,Low,Low,142.66666666666666
3969,2011-06-19,Summer,2011,Jun,6,Not holiday,Sunday,Not Workday,Cloudy/Broken clouds,0.66,0.6061,0.78,0.1642,11,22,33,Pagi,Low,Low,137.33333333333334
3968,2011-06-19,Summer,2011,Jun,5,Not holiday,Sunday,Not Workday,Cloudy/Broken clouds,0.66,0.6061,0.78,0.0,7,12,19,Malam,,Low,130.5
3967,2011-06-19,Summer,2011,Jun,4,Not holiday,Sunday,Not Workday,Cloudy/Broken clouds,0.66,0.6212,0.74,0.1343,7,10,17,Malam,Low,Low,123.375
3966,2011-06-19,Summer,2011,Jun,3,Not holiday,Sunday,Not Workday,Cloudy/Broken clouds,0.66,0.6061,0.78,0.1343,14,16,30,Malam,Low,Low,111.04166666666667
3965,2011-06-19,Summer,2011,Jun,2,Not holiday,Sunday,Not Workday,Clear/Few clouds,0.68,0.6364,0.74,0.0896,13,59,72,Malam,Low,Low,103.875
3964,2011-06-19,Summer,2011,Jun,1,Not holiday,Sunday,Not Workday,Cloudy/Broken clouds,0.7,0.6515,0.65,0.0896,17,59,76,Malam,Low,Low,101.58333333333333
3971,2011-06-19,Summer,2011,Jun,8,Not holiday,Sunday,Not Workday,Light Rain/Snow,0.68,0.6364,0.74,0.1045,25,59,84,Pagi,Low,Low,103.95833333333333
4001,2011-06-20,Summer,2011,Jun,14,Not holiday,Monday,Workingday,Clear/Few clouds,0.66,0.6212,0.61,0.1045,45,130,175,Siang,Low,Low,110.95833333333333
4002,2011-06-20,Summer,2011,Jun,15,Not holiday,Monday,Workingday,Clear/Few clouds,0.66,0.6212,0.61,0.1343,66,139,205,Siang,Low,Low,119.29166666666667
4003,2011-06-20,Summer,2011,Jun,16,Not holiday,Monday,Workingday,Clear/Few clouds,0.7,0.6515,0.58,0.1642,61,238,299,Siang,Low,Low,130.91666666666666
4004,2011-06-20,Summer,2011,Jun,17,Not holiday,Monday,Workingday,Clear/Few clouds,0.7,0.6515,0.54,0.0,81,484,565,Siang,,Low,152.25
4010,2011-06-20,Summer,2011,Jun,23,Not holiday,Monday,Workingday,Clear/Few clouds,0.62,0.5909,0.78,0.2537,10,50,60,Sore,Low,Low,150.79166666666666
4008,2011-06-20,Summer,2011,Jun,21,Not holiday,Monday,Workingday,Clear/Few clouds,0.64,0.6061,0.73,0.1642,39,167,206,Sore,Low,Low,155.04166666666666
4006,2011-06-20,Summer,2011,Jun,19,Not holiday,Monday,Workingday,Clear/Few clouds,0.66,0.6212,0.65,0.2239,62,369,431,Sore,Low,Low,170.625
4007,2011-06-20,Summer,2011,Jun,20,Not holiday,Monday,Workingday,Clear/Few clouds,0.66,0.6212,0.69,0.2239,52,264,316,Sore,Low,Low,173.625
4009,2011-06-20,Summer,2011,Jun,22,Not holiday,Monday,Workingday,Cloudy/Broken clouds,0.64,0.6061,0.73,0.2239,24,106,130,Sore,Low,Low,175.20833333333334
4000,2011-06-20,Summer,2011,Jun,13,Not holiday,Monday,Workingday,Clear/Few clouds,0.64,0.6061,0.65,0.1045,50,129,179,Siang,Low,Low,176.33333333333334
4005,2011-06-20,Summer,2011,Jun,18,Not holiday,Monday,Workingday,Clear/Few clouds,0.7,0.6515,0.61,0.2537,64,474,538,Sore,Low,Low,191.79166666666666
3999,2011-06-20,Summer,2011,Jun,12,Not holiday,Monday,Workingday,Cloudy/Broken clouds,0.62,0.6061,0.69,0.1045,33,129,162,Siang,Low,Low,188.875
3992,2011-06-20,Summer,2011,Jun,5,Not holiday,Monday,Workingday,Light Rain/Snow,0.62,0.5758,0.83,0.1343,0,3,3,Malam,Low,Low,176.04166666666666
3997,2011-06-20,Summer,2011,Jun,10,Not holiday,Monday,Workingday,Cloudy/Broken clouds,0.6,0.5758,0.78,0.2537,33,58,91,Pagi,Low,Low,167.5
3987,2011-06-20,Summer,2011,Jun,0,Not holiday,Monday,Workingday,Clear/Few clouds,0.66,0.6061,0.83,0.1642,7,19,26,Malam,Low,Low,161.54166666666666
3988,2011-06-20,Summer,2011,Jun,1,Not holiday,Monday,Workingday,Clear/Few clouds,0.64,0.5758,0.89,0.0896,9,3,12,Malam,Low,Low,158.33333333333334
3989,2011-06-20,Summer,2011,Jun,2,Not holiday,Monday,Workingday,Clear/Few clouds,0.64,0.5758,0.89,0.0896,2,0,2,Malam,Low,Low,155.45833333333334
3990,2011-06-20,Summer,2011,Jun,3,Not holiday,Monday,Workingday,Light Rain/Snow,0.64,0.5758,0.89,0.0,1,0,1,Malam,,Low,154.125
3998,2011-06-20,Summer,2011,Jun,11,Not holiday,Monday,Workingday,Cloudy/Broken clouds,0.6,0.5758,0.78,0.1045,27,67,94,Pagi,Low,Low,157.25
3993,2011-06-20,Summer,2011,Jun,6,Not holiday,Monday,Workingday,Light Rain/Snow,0.6,0.5758,0.78,0.1343,1,25,26,Pagi,Low,Low,157.625
3994,2011-06-20,Summer,2011,Jun,7,Not holiday,Monday,Workingday,Light Rain/Snow,0.56,0.5303,0.88,0.194,0,46,46,Pagi,Low,Low,158.29166666666666
3995,2011-06-20,Summer,2011,Jun,8,Not holiday,Monday,Workingday,Light Rain/Snow,0.56,0.5303,0.83,0.194,12,209,221,Pagi,Low,Low,164.5
3996,2011-06-20,Summer,2011,Jun,9,Not holiday,Monday,Workingday,Cloudy/Broken clouds,0.6,0.5758,0.78,0.2537,19,200,219,Pagi,Low,Low,170.45833333333334
3991,2011-06-20,Summer,2011,Jun,4,Not holiday,Monday,Workingday,Light Rain/Snow,0.62,0.5606,0.88,0.1642,1,2,3,Malam,Low,Low,167.08333333333334
4024,2011-06-21,Fall,2011,Jun,13,Not holiday,Tuesday,Workingday,Clear/Few clouds,0.74,0.697,0.66,0.1642,49,158,207,Siang,Low,Low,168.41666666666666
4034,2011-06-21,Fall,2011,Jun,23,Not holiday,Tuesday,Workingday,Clear/Few clouds,0.7,0.6667,0.74,0.1045,11,53,64,Sore,Low,Low,162.54166666666666
4033,2011-06-21,Fall,2011,Jun,22,Not holiday,Tuesday,Workingday,Clear/Few clouds,0.7,0.6667,0.79,0.1045,12,97,109,Sore,Low,Low,154.625
4032,2011-06-21,Fall,2011,Jun,21,Not holiday,Tuesday,Workingday,Clear/Few clouds,0.72,0.697,0.74,0.194,38,191,229,Sore,Low,Low,140.625
4031,2011-06-21,Fall,2011,Jun,20,Not holiday,Tuesday,Workingday,Light Rain/Snow,0.74,0.697,0.7,0.2239,72,254,326,Sore,Low,Low,151.70833333333334
4030,2011-06-21,Fall,2011,Jun,19,Not holiday,Tuesday,Workingday,Cloudy/Broken clouds,0.74,0.7121,0.74,0.2239,67,358,425,Sore,Low,Low,160.83333333333334
4029,2011-06-21,Fall,2011,Jun,18,Not holiday,Tuesday,Workingday,Cloudy/Broken clouds,0.76,0.7273,0.7,0.2537,67,469,536,Sore,Low,Low,165.20833333333334
4027,2011-06-21,Fall,2011,Jun,16,Not holiday,Tuesday,Workingday,Clear/Few clouds,0.8,0.7727,0.59,0.2239,62,273,335,Siang,Low,Low,166.0
4026,2011-06-21,Fall,2011,Jun,15,Not holiday,Tuesday,Workingday,Clear/Few clouds,0.78,0.7424,0.59,0.2537,42,128,170,Siang,Low,Low,167.66666666666666
4025,2011-06-21,Fall,2011,Jun,14,Not holiday,Tuesday,Workingday,Clear/Few clouds,0.76,0.7121,0.62,0.2239,44,108,152,Siang,Low,Low,166.54166666666666
4023,2011-06-21,Fall,2011,Jun,12,Not holiday,Tuesday,Workingday,Clear/Few clouds,0.7,0.6667,0.74,0.1642,40,149,189,Siang,Low,Low,152.0
4022,2011-06-21,Fall,2011,Jun,11,Not holiday,Tuesday,Workingday,Clear/Few clouds,0.66,0.6061,0.83,0.1642,52,119,171,Pagi,Low,Low,152.375
4021,2011-06-21,Fall,2011,Jun,10,Not holiday,Tuesday,Workingday,Cloudy/Broken clouds,0.64,0.5758,0.83,0.194,41,120,161,Pagi,Low,Low,158.95833333333334
4012,2011-06-21,Fall,2011,Jun,1,Not holiday,Tuesday,Workingday,Light Rain/Snow,0.62,0.5909,0.78,0.1642,2,12,14,Malam,Low,Low,155.75
4013,2011-06-21,Fall,2011,Jun,2,Not holiday,Tuesday,Workingday,Light Rain/Snow,0.62,0.5758,0.83,0.1642,1,5,6,Malam,Low,Low,154.91666666666666
4014,2011-06-21,Fall,2011,Jun,3,Not holiday,Tuesday,Workingday,Light Rain/Snow,0.62,0.5758,0.83,0.1642,0,2,2,Malam,Low,Low,154.5
4015,2011-06-21,Fall,2011,Jun,4,Not holiday,Tuesday,Workingday,Cloudy/Broken clouds,0.6,0.5455,0.88,0.1045,2,7,9,Malam,Low,Low,154.79166666666666
4011,2011-06-21,Fall,2011,Jun,0,Not holiday,Tuesday,Workingday,Clear/Few clouds,0.62,0.5909,0.78,0.1642,10,23,33,Malam,Low,Low,156.125
4017,2011-06-21,Fall,2011,Jun,6,Not holiday,Tuesday,Workingday,Cloudy/Broken clouds,0.6,0.5455,0.88,0.1343,8,107,115,Pagi,Low,Low,157.0
4018,2011-06-21,Fall,2011,Jun,7,Not holiday,Tuesday,Workingday,Cloudy/Broken clouds,0.6,0.5152,0.94,0.0,21,288,309,Pagi,,Low,168.79166666666666
4019,2011-06-21,Fall,2011,Jun,8,Not holiday,Tuesday,Workingday,Cloudy/Broken clouds,0.62,0.5606,0.88,0.1045,33,368,401,Pagi,Low,Low,183.58333333333334
4020,2011-06-21,Fall,2011,Jun,9,Not holiday,Tuesday,Workingday,Cloudy/Broken clouds,0.62,0.5606,0.88,0.2537,32,243,275,Pagi,Low,Low,185.83333333333334
4016,2011-06-21,Fall,2011,Jun,5,Not holiday,Tuesday,Workingday,Cloudy/Broken clouds,0.6,0.5455,0.88,0.1343,3,22,25,Malam,Low,Low,177.75
4048,2011-06-22,Fall,2011,Jun,13,Not holiday,Wednesday,Workingday,Cloudy/Broken clouds,0.82,0.7879,0.56,0.2537,34,113,147,Siang,Low,Low,183.75
4058,2011-06-22,Fall,2011,Jun,23,Not holiday,Wednesday,Workingday,Cloudy/Broken clouds,0.72,0.697,0.79,0.2239,14,91,105,Sore,Low,Low,179.5
4056,2011-06-22,Fall,2011,Jun,21,Not holiday,Wednesday,Workingday,Clear/Few clouds,0.74,0.7121,0.79,0.1642,31,216,247,Sore,Low,Low,187.125
4055,2011-06-22,Fall,2011,Jun,20,Not holiday,Wednesday,Workingday,Clear/Few clouds,0.74,0.7121,0.74,0.1343,52,230,282,Sore,Low,Low,194.33333333333334
4054,2011-06-22,Fall,2011,Jun,19,Not holiday,Wednesday,Workingday,Cloudy/Broken clouds,0.8,0.7424,0.52,0.2537,62,280,342,Sore,Low,Low,199.04166666666666
4053,2011-06-22,Fall,2011,Jun,18,Not holiday,Wednesday,Workingday,Cloudy/Broken clouds,0.8,0.7727,0.59,0.2537,66,447,513,Sore,Low,Low,206.83333333333334
4052,2011-06-22,Fall,2011,Jun,17,Not holiday,Wednesday,Workingday,Cloudy/Broken clouds,0.8,0.7576,0.55,0.3881,67,462,529,Siang,Low,Low,211.16666666666666
4051,2011-06-22,Fall,2011,Jun,16,Not holiday,Wednesday,Workingday,Cloudy/Broken clouds,0.82,0.803,0.59,0.3284,34,224,258,Siang,Low,Low,199.58333333333334
4050,2011-06-22,Fall,2011,Jun,15,Not holiday,Wednesday,Workingday,Cloudy/Broken clouds,0.82,0.7879,0.56,0.2836,32,114,146,Siang,Low,Low,191.70833333333334
4049,2011-06-22,Fall,2011,Jun,14,Not holiday,Wednesday,Workingday,Cloudy/Broken clouds,0.82,0.7727,0.52,0.2836,32,113,145,Siang,Low,Low,190.66666666666666
4047,2011-06-22,Fall,2011,Jun,12,Not holiday,Wednesday,Workingday,Cloudy/Broken clouds,0.8,0.7727,0.59,0.2239,44,144,188,Siang,Low,Low,192.16666666666666
4057,2011-06-22,Fall,2011,Jun,22,Not holiday,Wednesday,Workingday,Cloudy/Broken clouds,0.72,0.697,0.79,0.194,25,123,148,Sore,Low,Low,190.45833333333334
4045,2011-06-22,Fall,2011,Jun,10,Not holiday,Wednesday,Workingday,Clear/Few clouds,0.74,0.697,0.7,0.2537,31,104,135,Pagi,Low,Low,188.95833333333334
4044,2011-06-22,Fall,2011,Jun,9,Not holiday,Wednesday,Workingday,Clear/Few clouds,0.72,0.697,0.79,0.1642,14,205,219,Pagi,Low,Low,191.375
4043,2011-06-22,Fall,2011,Jun,8,Not holiday,Wednesday,Workingday,Clear/Few clouds,0.72,0.697,0.74,0.1045,27,396,423,Pagi,Low,Low,208.41666666666666
4042,2011-06-22,Fall,2011,Jun,7,Not holiday,Wednesday,Workingday,Clear/Few clouds,0.7,0.6667,0.79,0.0,23,288,311,Pagi,,Low,221.125
4041,2011-06-22,Fall,2011,Jun,6,Not holiday,Wednesday,Workingday,Clear/Few clouds,0.66,0.6061,0.83,0.0,12,110,122,Pagi,,Low,226.125
4040,2011-06-22,Fall,2011,Jun,5,Not holiday,Wednesday,Workingday,Clear/Few clouds,0.64,0.5758,0.89,0.0,2,21,23,Malam,,Low,226.70833333333334
4039,2011-06-22,Fall,2011,Jun,4,Not holiday,Wednesday,Workingday,Clear/Few clouds,0.64,0.5758,0.83,0.0,3,8,11,Malam,,Low,225.79166666666666
