index,date,season,year,month,is_holiday,weekday,is_working_day,weather_situation,temperature,apparent_temperature,humidity,windspeed,casual_rentals,registered_rentals,total_rentals,rental_category,windspeed_category,humidity_category,rolling_mean
165,2011-06-14,,2011,Jun,Not holiday,Tu,Workingday,Clear/Few clouds,0.604167,0.591546,0.507083,0.269283,727,4164,4891,Normal,Low,Low,4605.571428571428
166,2011-06-15,,2011,Jun,Not holiday,We,Workingday,Clear/Few clouds,0.626667,0.587754,0.471667,0.167912,769,4411,5180,Normal,Low,Low,4716.857142857143
167,2011-06-16,,2011,Jun,Not holiday,Th,Workingday,Cloudy/Broken clouds,0.628333,0.595346,0.688333,0.206471,545,3222,3767,Normal,Low,Low,4695.714285714285
168,2011-06-17,,2011,Jun,Not holiday,Fr,Workingday,Clear/Few clouds,0.649167,0.600383,0.735833,0.143029,863,3981,4844,Normal,Low,Low,4732.571428571428
169,2011-06-18,,2011,Jun,Not holiday,Sa,Not Workday,Clear/Few clouds,0.696667,0.643954,0.670417,0.119408,1807,3312,5119,Normal,Low,Low,4754.428571428572
170,2011-06-19,,2011,Jun,Not holiday,Su,Not Workday,Cloudy/Broken clouds,0.699167,0.645846,0.666667,0.102,1639,3105,4744,Normal,Low,Low,4795.0
171,2011-06-20,,2011,Jun,Not holiday,Mo,Workingday,Cloudy/Broken clouds,0.635,0.595346,0.74625,0.155475,699,3311,4010,Normal,Low,Low,4650.714285714285
172,2011-06-21,,2011,Jun,Not holiday,Tu,Workingday,Cloudy/Broken clouds,0.680833,0.637646,0.770417,0.171025,774,4061,4835,Normal,Low,Low,4642.714285714285
173,2011-06-22,,2011,Jun,Not holiday,We,Workingday,Clear/Few clouds,0.733333,0.693829,0.7075,0.172262,661,3846,4507,Normal,Low,Low,4546.571428571428
174,2011-06-23,,2011,Jun,Not holiday,Th,Workingday,Cloudy/Broken clouds,0.728333,0.693833,0.703333,0.238804,746,4044,4790,Normal,Low,Low,4692.714285714285
175,2011-06-24,,2011,Jun,Not holiday,Fr,Workingday,Clear/Few clouds,0.724167,0.656583,0.573333,0.222025,969,4022,4991,Normal,Low,Low,4713.714285714285
176,2011-06-25,,2011,Jun,Not holiday,Sa,Not Workday,Clear/Few clouds,0.695,0.643313,0.483333,0.209571,1782,3420,5202,Normal,Low,Low,4725.571428571428
177,2011-06-26,,2011,Jun,Not holiday,Su,Not Workday,Clear/Few clouds,0.68,0.637629,0.513333,0.0945333,1920,3385,5305,Normal,Low,Low,4805.714285714285
178,2011-06-27,,2011,Jun,Not holiday,Mo,Workingday,Cloudy/Broken clouds,0.6825,0.637004,0.658333,0.107588,854,3854,4708,Normal,Low,Low,4905.428571428572
179,2011-06-28,,2011,Jun,Not holiday,Tu,Workingday,Clear/Few clouds,0.744167,0.692558,0.634167,0.144283,732,3916,4648,Normal,Low,Low,4878.714285714285
180,2011-06-29,,2011,Jun,Not holiday,We,Workingday,Clear/Few clouds,0.728333,0.654688,0.497917,0.261821,848,4377,5225,Normal,Low,Low,4981.285714285715
181,2011-06-30,,2011,Jun,Not holiday,Th,Workingday,Clear/Few clouds,0.696667,0.637008,0.434167,0.185312,1027,4488,5515,Normal,Low,Low,5084.857142857143
182,2011-07-01,,2011,Jul,Not holiday,Fr,Workingday,Clear/Few clouds,0.7225,0.652162,0.39625,0.102608,1246,4116,5362,Normal,Low,Low,5137.857142857143
183,2011-07-02,,2011,Jul,Not holiday,Sa,Not Workday,Clear/Few clouds,0.738333,0.667308,0.444583,0.115062,2204,2915,5119,Normal,Low,Low,5126.0
186,2011-07-05,,2011,Jul,Not holiday,Tu,Workingday,Clear/Few clouds,0.746667,0.696338,0.590417,0.126258,1031,3634,4665,Normal,Low,Low,5034.571428571428
187,2011-07-06,,2011,Jul,Not holiday,We,Workingday,Clear/Few clouds,0.72,0.685633,0.743333,0.149883,784,3845,4629,Normal,Low,Low,5023.285714285715
188,2011-07-07,,2011,Jul,Not holiday,Th,Workingday,Clear/Few clouds,0.75,0.686871,0.65125,0.1592,754,3838,4592,Normal,Low,Low,5015.285714285715
189,2011-07-08,,2011,Jul,Not holiday,Fr,Workingday,Cloudy/Broken clouds,0.709167,0.670483,0.757917,0.225129,692,3348,4040,Normal,Low,Low,4846.0
190,2011-07-09,,2011,Jul,Not holiday,Sa,Not Workday,Clear/Few clouds,0.733333,0.664158,0.609167,0.167912,1988,3348,5336,Normal,Low,Low,4820.428571428572
191,2011-07-10,,2011,Jul,Not holiday,Su,Not Workday,Clear/Few clouds,0.7475,0.690025,0.578333,0.183471,1743,3138,4881,Normal,Low,Low,4751.714285714285
192,2011-07-11,,2011,Jul,Not holiday,Mo,Workingday,Clear/Few clouds,0.7625,0.729804,0.635833,0.282337,723,3363,4086,Normal,Low,Low,4604.142857142857
193,2011-07-12,,2011,Jul,Not holiday,Tu,Workingday,Clear/Few clouds,0.794167,0.739275,0.559167,0.200254,662,3596,4258,Normal,Low,Low,4546.0
194,2011-07-13,,2011,Jul,Not holiday,We,Workingday,Clear/Few clouds,0.746667,0.689404,0.631667,0.146133,748,3594,4342,Normal,Low,Low,4505.0
195,2011-07-14,,2011,Jul,Not holiday,Th,Workingday,Clear/Few clouds,0.680833,0.635104,0.47625,0.240667,888,4196,5084,Normal,Low,Low,4575.285714285715
196,2011-07-15,,2011,Jul,Not holiday,Fr,Workingday,Clear/Few clouds,0.663333,0.624371,0.59125,0.182833,1318,4220,5538,Normal,Low,Low,4789.285714285715
198,2011-07-17,,2011,Jul,Not holiday,Su,Not Workday,Clear/Few clouds,0.719167,0.669833,0.604167,0.245033,2006,3296,5302,Normal,Low,Low,4784.428571428572
199,2011-07-18,,2011,Jul,Not holiday,Mo,Workingday,Clear/Few clouds,0.746667,0.703925,0.65125,0.215804,841,3617,4458,Normal,Low,Low,4724.0
200,2011-07-19,,2011,Jul,Not holiday,Tu,Workingday,Clear/Few clouds,0.776667,0.747479,0.650417,0.1306,752,3789,4541,Normal,Low,Low,4789.0
201,2011-07-20,,2011,Jul,Not holiday,We,Workingday,Clear/Few clouds,0.768333,0.74685,0.707083,0.113817,644,3688,4332,Normal,Low,Low,4799.571428571428
202,2011-07-21,,2011,Jul,Not holiday,Th,Workingday,Cloudy/Broken clouds,0.815,0.826371,0.69125,0.222021,632,3152,3784,Normal,Low,Low,4719.857142857143
203,2011-07-22,,2011,Jul,Not holiday,Fr,Workingday,Clear/Few clouds,0.848333,0.840896,0.580417,0.1331,562,2825,3387,Normal,Low,Low,4477.428571428572
204,2011-07-23,,2011,Jul,Not holiday,Sa,Not Workday,Clear/Few clouds,0.849167,0.804287,0.5,0.131221,987,2298,3285,Normal,Low,Low,4155.571428571428
205,2011-07-24,,2011,Jul,Not holiday,Su,Not Workday,Clear/Few clouds,0.83,0.794829,0.550833,0.169171,1050,2556,3606,Normal,Low,Low,3913.285714285714
206,2011-07-25,,2011,Jul,Not holiday,Mo,Workingday,Clear/Few clouds,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,Normal,Low,Low,3825.0
207,2011-07-26,,2011,Jul,Not holiday,Tu,Workingday,Clear/Few clouds,0.771667,0.696979,0.540833,0.200258,750,3840,4590,Normal,Low,Low,3832.0
208,2011-07-27,,2011,Jul,Not holiday,We,Workingday,Clear/Few clouds,0.775,0.690667,0.402917,0.183463,755,3901,4656,Normal,Low,Low,3878.285714285714
209,2011-07-28,,2011,Jul,Not holiday,Th,Workingday,Clear/Few clouds,0.779167,0.7399,0.583333,0.178479,606,3784,4390,Normal,Low,Low,3964.8571428571427
210,2011-07-29,,2011,Jul,Not holiday,Fr,Workingday,Clear/Few clouds,0.838333,0.785967,0.5425,0.174138,670,3176,3846,Normal,Low,Low,4030.4285714285716
211,2011-07-30,,2011,Jul,Not holiday,Sa,Not Workday,Clear/Few clouds,0.804167,0.728537,0.465833,0.168537,1559,2916,4475,Normal,Low,Low,4200.428571428572
212,2011-07-31,,2011,Jul,Not holiday,Su,Not Workday,Clear/Few clouds,0.805833,0.729796,0.480833,0.164813,1524,2778,4302,Normal,Low,Low,4299.857142857143
213,2011-08-01,,2011,Aug,Not holiday,Mo,Workingday,Clear/Few clouds,0.771667,0.703292,0.550833,0.156717,729,3537,4266,Normal,Low,Low,4360.714285714285
214,2011-08-02,,2011,Aug,Not holiday,Tu,Workingday,Clear/Few clouds,0.783333,0.707071,0.49125,0.20585,801,4044,4845,Normal,Low,Low,4397.142857142857
215,2011-08-03,,2011,Aug,Not holiday,We,Workingday,Cloudy/Broken clouds,0.731667,0.679937,0.6575,0.135583,467,3107,3574,Normal,Low,Low,4242.571428571428
216,2011-08-04,,2011,Aug,Not holiday,Th,Workingday,Cloudy/Broken clouds,0.71,0.664788,0.7575,0.19715,799,3777,4576,Normal,Low,Low,4269.142857142857
217,2011-08-05,,2011,Aug,Not holiday,Fr,Workingday,Clear/Few clouds,0.710833,0.656567,0.630833,0.184696,1023,3843,4866,Normal,Low,Low,4414.857142857143
218,2011-08-06,,2011,Aug,Not holiday,Sa,Not Workday,Cloudy/Broken clouds,0.716667,0.676154,0.755,0.22825,1521,2773,4294,Normal,Low,Low,4389.0
219,2011-08-07,,2011,Aug,Not holiday,Su,Not Workday,Clear/Few clouds,0.7425,0.715292,0.752917,0.201487,1298,2487,3785,Normal,Low,Low,4315.142857142857
220,2011-08-08,,2011,Aug,Not holiday,Mo,Workingday,Clear/Few clouds,0.765,0.703283,0.592083,0.192175,846,3480,4326,Normal,Low,Low,4323.714285714285
221,2011-08-09,,2011,Aug,Not holiday,Tu,Workingday,Clear/Few clouds,0.775,0.724121,0.570417,0.151121,907,3695,4602,Normal,Low,Low,4289.0
222,2011-08-10,,2011,Aug,Not holiday,We,Workingday,Clear/Few clouds,0.766667,0.684983,0.424167,0.200258,884,3896,4780,Normal,Low,Low,4461.285714285715
223,2011-08-11,,2011,Aug,Not holiday,Th,Workingday,Clear/Few clouds,0.7175,0.651521,0.42375,0.164796,812,3980,4792,Normal,Low,Low,4492.142857142857
224,2011-08-12,,2011,Aug,Not holiday,Fr,Workingday,Clear/Few clouds,0.708333,0.654042,0.415,0.125621,1051,3854,4905,Normal,Low,Low,4497.714285714285
225,2011-08-13,,2011,Aug,Not holiday,Sa,Not Workday,Cloudy/Broken clouds,0.685833,0.645858,0.729583,0.211454,1504,2646,4150,Normal,Low,Low,4477.142857142857
226,2011-08-14,,2011,Aug,Not holiday,Su,Not Workday,Cloudy/Broken clouds,0.676667,0.624388,0.8175,0.222633,1338,2482,3820,Normal,Low,Low,4482.142857142857
227,2011-08-15,,2011,Aug,Not holiday,Mo,Workingday,Clear/Few clouds,0.665833,0.616167,0.712083,0.208954,775,3563,4338,Normal,Low,Low,4483.857142857143
228,2011-08-16,,2011,Aug,Not holiday,Tu,Workingday,Clear/Few clouds,0.700833,0.645837,0.578333,0.236329,721,4004,4725,Normal,Low,Low,4501.428571428572
229,2011-08-17,,2011,Aug,Not holiday,We,Workingday,Clear/Few clouds,0.723333,0.666671,0.575417,0.143667,668,4026,4694,Normal,Low,Low,4489.142857142857
230,2011-08-18,,2011,Aug,Not holiday,Th,Workingday,Clear/Few clouds,0.711667,0.662258,0.654583,0.233208,639,3166,3805,Normal,Low,Low,4348.142857142857
231,2011-08-19,,2011,Aug,Not holiday,Fr,Workingday,Cloudy/Broken clouds,0.685,0.633221,0.722917,0.139308,797,3356,4153,Normal,Low,Low,4240.714285714285
232,2011-08-20,,2011,Aug,Not holiday,Sa,Not Workday,Clear/Few clouds,0.6975,0.648996,0.674167,0.104467,1914,3277,5191,Normal,Low,Low,4389.428571428572
233,2011-08-21,,2011,Aug,Not holiday,Su,Not Workday,Clear/Few clouds,0.710833,0.675525,0.77,0.248754,1249,2624,3873,Normal,Low,Low,4397.0
234,2011-08-22,,2011,Aug,Not holiday,Mo,Workingday,Clear/Few clouds,0.691667,0.638254,0.47,0.27675,833,3925,4758,Normal,Low,Low,4457.0
235,2011-08-23,,2011,Aug,Not holiday,Tu,Workingday,Clear/Few clouds,0.640833,0.606067,0.455417,0.146763,1281,4614,5895,Normal,Low,Low,4624.142857142857
236,2011-08-24,,2011,Aug,Not holiday,We,Workingday,Clear/Few clouds,0.673333,0.630692,0.605,0.253108,949,4181,5130,Normal,Low,Low,4686.428571428572
237,2011-08-25,,2011,Aug,Not holiday,Th,Workingday,Cloudy/Broken clouds,0.684167,0.645854,0.771667,0.210833,435,3107,3542,Normal,Low,Low,4648.857142857143
238,2011-08-26,,2011,Aug,Not holiday,Fr,Workingday,Clear/Few clouds,0.7,0.659733,0.76125,0.0839625,768,3893,4661,Normal,Low,Low,4721.428571428572
239,2011-08-27,,2011,Aug,Not holiday,Sa,Not Workday,Cloudy/Broken clouds,0.68,0.635556,0.85,0.375617,226,889,1115,Low,Low,Low,4139.142857142857
240,2011-08-28,,2011,Aug,Not holiday,Su,Not Workday,Clear/Few clouds,0.707059,0.647959,0.561765,0.304659,1415,2919,4334,Normal,Low,Low,4205.0
241,2011-08-29,,2011,Aug,Not holiday,Mo,Workingday,Clear/Few clouds,0.636667,0.607958,0.554583,0.159825,729,3905,4634,Normal,Low,Low,4187.285714285715
242,2011-08-30,,2011,Aug,Not holiday,Tu,Workingday,Clear/Few clouds,0.639167,0.594704,0.548333,0.125008,775,4429,5204,Normal,Low,Low,4088.5714285714284
243,2011-08-31,,2011,Aug,Not holiday,We,Workingday,Clear/Few clouds,0.656667,0.611121,0.597917,0.0833333,688,4370,5058,Normal,Low,Low,4078.285714285714
244,2011-09-01,,2011,Sep,Not holiday,Th,Workingday,Clear/Few clouds,0.655,0.614921,0.639167,0.141796,783,4332,5115,Normal,Low,Low,4303.0
245,2011-09-02,,2011,Sep,Not holiday,Fr,Workingday,Cloudy/Broken clouds,0.643333,0.604808,0.727083,0.139929,875,3852,4727,Normal,Low,Low,4312.428571428572
246,2011-09-03,,2011,Sep,Not holiday,Sa,Not Workday,Clear/Few clouds,0.669167,0.633213,0.716667,0.185325,1935,2549,4484,Normal,Low,Low,4793.714285714285
248,2011-09-05,,2011,Sep,Holiday,Mo,Not Workday,Cloudy/Broken clouds,0.673333,0.625646,0.790417,0.212696,1236,2115,3351,Normal,Low,Low,4653.285714285715
249,2011-09-06,,2011,Sep,Not holiday,Tu,Workingday,Light Rain/Snow,0.54,0.5152,0.886957,0.343943,204,2506,2710,Normal,Low,Low,4378.428571428572
250,2011-09-07,,2011,Sep,Not holiday,We,Workingday,Light Rain/Snow,0.599167,0.544229,0.917083,0.0970208,118,1878,1996,Low,Low,Low,3920.1428571428573
251,2011-09-08,,2011,Sep,Not holiday,Th,Workingday,Light Rain/Snow,0.633913,0.555361,0.939565,0.192748,153,1689,1842,Low,Low,Low,3460.714285714286
252,2011-09-09,,2011,Sep,Not holiday,Fr,Workingday,Cloudy/Broken clouds,0.65,0.578946,0.897917,0.124379,417,3127,3544,Normal,Low,Low,3236.285714285714
253,2011-09-10,,2011,Sep,Not holiday,Sa,Not Workday,Clear/Few clouds,0.66,0.607962,0.75375,0.153608,1750,3595,5345,Normal,Low,Low,3324.5714285714284
254,2011-09-11,,2011,Sep,Not holiday,Su,Not Workday,Clear/Few clouds,0.653333,0.609229,0.71375,0.115054,1633,3413,5046,Normal,Low,Low,3404.8571428571427
255,2011-09-12,,2011,Sep,Not holiday,Mo,Workingday,Clear/Few clouds,0.644348,0.60213,0.692174,0.088913,690,4023,4713,Normal,Low,Low,3599.4285714285716
256,2011-09-13,,2011,Sep,Not holiday,Tu,Workingday,Clear/Few clouds,0.650833,0.603554,0.7125,0.141804,701,4062,4763,Normal,Low,Low,3892.714285714286
257,2011-09-14,,2011,Sep,Not holiday,We,Workingday,Clear/Few clouds,0.673333,0.6269,0.697083,0.1673,647,4138,4785,Normal,Low,Low,4291.142857142857
258,2011-09-15,,2011,Sep,Not holiday,Th,Workingday,Cloudy/Broken clouds,0.5775,0.553671,0.709167,0.271146,428,3231,3659,Normal,Low,Low,4550.714285714285
259,2011-09-16,,2011,Sep,Not holiday,Fr,Workingday,Cloudy/Broken clouds,0.469167,0.461475,0.590417,0.164183,742,4018,4760,Normal,Low,Low,4724.428571428572
260,2011-09-17,,2011,Sep,Not holiday,Sa,Not Workday,Cloudy/Broken clouds,0.491667,0.478512,0.718333,0.189675,1434,3077,4511,Normal,Low,Low,4605.285714285715
261,2011-09-18,,2011,Sep,Not holiday,Su,Not Workday,Clear/Few clouds,0.5075,0.490537,0.695,0.178483,1353,2921,4274,Normal,Low,Low,4495.0
262,2011-09-19,,2011,Sep,Not holiday,Mo,Workingday,Cloudy/Broken clouds,0.549167,0.529675,0.69,0.151742,691,3848,4539,Normal,Low,Low,4470.142857142857
263,2011-09-20,,2011,Sep,Not holiday,Tu,Workingday,Cloudy/Broken clouds,0.561667,0.532217,0.88125,0.134954,438,3203,3641,Normal,Low,Low,4309.857142857143
264,2011-09-21,,2011,Sep,Not holiday,We,Workingday,Cloudy/Broken clouds,0.595,0.550533,0.9,0.0964042,539,3813,4352,Normal,Low,Low,4248.0
265,2011-09-22,,2011,Sep,Not holiday,Th,Workingday,Cloudy/Broken clouds,0.628333,0.554963,0.902083,0.128125,555,4240,4795,Normal,Low,Low,4410.285714285715
266,2011-09-23,,2011,Sep,Not holiday,Fr,Workingday,Cloudy/Broken clouds,0.609167,0.522125,0.9725,0.0783667,258,2137,2395,Low,Low,Low,4072.4285714285716
267,2011-09-24,,2011,Sep,Not holiday,Sa,Not Workday,Cloudy/Broken clouds,0.606667,0.564412,0.8625,0.0783833,1776,3647,5423,Normal,Low,Low,4202.714285714285
268,2011-09-25,,2011,Sep,Not holiday,Su,Not Workday,Cloudy/Broken clouds,0.634167,0.572637,0.845,0.0503792,1544,3466,5010,Normal,Low,Low,4307.857142857143
269,2011-09-26,,2011,Sep,Not holiday,Mo,Workingday,Cloudy/Broken clouds,0.649167,0.589042,0.848333,0.1107,684,3946,4630,Normal,Low,Low,4320.857142857143
270,2011-09-27,,2011,Sep,Not holiday,Tu,Workingday,Cloudy/Broken clouds,0.636667,0.574525,0.885417,0.118171,477,3643,4120,Normal,Low,Low,4389.285714285715
271,2011-09-28,,2011,Sep,Not holiday,We,Workingday,Cloudy/Broken clouds,0.635,0.575158,0.84875,0.148629,480,3427,3907,Normal,Low,Low,4325.714285714285
272,2011-09-29,,2011,Sep,Not holiday,Th,Workingday,Clear/Few clouds,0.616667,0.574512,0.699167,0.172883,653,4186,4839,Normal,Low,Low,4332.0
273,2011-09-30,,2011,Sep,Not holiday,Fr,Workingday,Clear/Few clouds,0.564167,0.544829,0.6475,0.206475,830,4372,5202,Normal,Low,Low,4733.0
274,2011-10-01,,2011,Oct,Not holiday,Sa,Not Workday,Cloudy/Broken clouds,0.41,0.412863,0.75375,0.292296,480,1949,2429,Low,Low,Low,4305.285714285715
275,2011-10-02,,2011,Oct,Not holiday,Su,Not Workday,Cloudy/Broken clouds,0.356667,0.345317,0.791667,0.222013,616,2302,2918,Normal,Low,Low,4006.4285714285716
276,2011-10-03,,2011,Oct,Not holiday,Mo,Workingday,Cloudy/Broken clouds,0.384167,0.392046,0.760833,0.0833458,330,3240,3570,Normal,Low,Low,3855.0
277,2011-10-04,,2011,Oct,Not holiday,Tu,Workingday,Clear/Few clouds,0.484167,0.472858,0.71,0.205854,486,3970,4456,Normal,Low,Low,3903.0
278,2011-10-05,,2011,Oct,Not holiday,We,Workingday,Clear/Few clouds,0.538333,0.527138,0.647917,0.17725,559,4267,4826,Normal,Low,Low,4034.285714285714
279,2011-10-06,,2011,Oct,Not holiday,Th,Workingday,Clear/Few clouds,0.494167,0.480425,0.620833,0.134954,639,4126,4765,Normal,Low,Low,4023.714285714286
280,2011-10-07,,2011,Oct,Not holiday,Fr,Workingday,Clear/Few clouds,0.510833,0.504404,0.684167,0.0223917,949,4036,4985,Normal,Low,Low,3992.714285714286
281,2011-10-08,,2011,Oct,Not holiday,Sa,Not Workday,Clear/Few clouds,0.521667,0.513242,0.70125,0.0454042,2235,3174,5409,Normal,Low,Low,4418.428571428572
283,2011-10-10,,2011,Oct,Holiday,Mo,Not Workday,Clear/Few clouds,0.570833,0.542925,0.73375,0.0423042,1514,3603,5117,Normal,Low,Low,4732.571428571428
284,2011-10-11,,2011,Oct,Not holiday,Tu,Workingday,Cloudy/Broken clouds,0.566667,0.546096,0.80875,0.143042,667,3896,4563,Normal,Low,Low,4874.428571428572
285,2011-10-12,,2011,Oct,Not holiday,We,Workingday,Light Rain/Snow,0.543333,0.517717,0.90625,0.24815,217,2199,2416,Low,Low,Low,4583.0
286,2011-10-13,,2011,Oct,Not holiday,Th,Workingday,Cloudy/Broken clouds,0.589167,0.551804,0.896667,0.141787,290,2623,2913,Normal,Low,Low,4309.714285714285
287,2011-10-14,,2011,Oct,Not holiday,Fr,Workingday,Cloudy/Broken clouds,0.550833,0.529675,0.71625,0.223883,529,3115,3644,Normal,Low,Low,4149.571428571428
288,2011-10-15,,2011,Oct,Not holiday,Sa,Not Workday,Clear/Few clouds,0.506667,0.498725,0.483333,0.258083,1899,3318,5217,Normal,Low,Low,4182.714285714285
289,2011-10-16,,2011,Oct,Not holiday,Su,Not Workday,Clear/Few clouds,0.511667,0.503154,0.486667,0.281717,1748,3293,5041,Normal,Low,Low,4130.142857142857
290,2011-10-17,,2011,Oct,Not holiday,Mo,Workingday,Clear/Few clouds,0.534167,0.510725,0.579583,0.175379,713,3857,4570,Normal,Low,Low,4052.0
291,2011-10-18,,2011,Oct,Not holiday,Tu,Workingday,Cloudy/Broken clouds,0.5325,0.522721,0.701667,0.110087,637,4111,4748,Normal,Low,Low,4078.4285714285716
292,2011-10-19,,2011,Oct,Not holiday,We,Workingday,Light Rain/Snow,0.541739,0.513848,0.895217,0.243339,254,2170,2424,Low,Low,Low,4079.5714285714284
294,2011-10-21,,2011,Oct,Not holiday,Fr,Workingday,Clear/Few clouds,0.4275,0.423596,0.574167,0.221396,676,3628,4304,Normal,Low,Low,4278.285714285715
295,2011-10-22,,2011,Oct,Not holiday,Sa,Not Workday,Clear/Few clouds,0.4225,0.425492,0.629167,0.0926667,1499,2809,4308,Normal,Low,Low,4373.142857142857
296,2011-10-23,,2011,Oct,Not holiday,Su,Not Workday,Clear/Few clouds,0.421667,0.422333,0.74125,0.0995125,1619,2762,4381,Normal,Low,Low,4253.714285714285
297,2011-10-24,,2011,Oct,Not holiday,Mo,Workingday,Clear/Few clouds,0.463333,0.457067,0.772083,0.118792,699,3488,4187,Normal,Low,Low,4131.714285714285
298,2011-10-25,,2011,Oct,Not holiday,Tu,Workingday,Clear/Few clouds,0.471667,0.463375,0.622917,0.166658,695,3992,4687,Normal,Low,Low,4148.428571428572
299,2011-10-26,,2011,Oct,Not holiday,We,Workingday,Cloudy/Broken clouds,0.484167,0.472846,0.720417,0.148642,404,3490,3894,Normal,Low,Low,4026.4285714285716
300,2011-10-27,,2011,Oct,Not holiday,Th,Workingday,Cloudy/Broken clouds,0.47,0.457046,0.812917,0.197763,240,2419,2659,Normal,Low,Low,4060.0
301,2011-10-28,,2011,Oct,Not holiday,Fr,Workingday,Cloudy/Broken clouds,0.330833,0.318812,0.585833,0.229479,456,3291,3747,Normal,Low,Low,3980.4285714285716
302,2011-10-29,,2011,Oct,Not holiday,Sa,Not Workday,Light Rain/Snow,0.254167,0.227913,0.8825,0.351371,57,570,627,Low,Low,Low,3454.5714285714284
303,2011-10-30,,2011,Oct,Not holiday,Su,Not Workday,Clear/Few clouds,0.319167,0.321329,0.62375,0.176617,885,2446,3331,Normal,Low,Low,3304.5714285714284
304,2011-10-31,,2011,Oct,Not holiday,Mo,Workingday,Clear/Few clouds,0.34,0.356063,0.703333,0.10635,362,3307,3669,Normal,Low,Low,3230.5714285714284
305,2011-11-01,,2011,Nov,Not holiday,Tu,Workingday,Clear/Few clouds,0.400833,0.397088,0.68375,0.135571,410,3658,4068,Normal,Low,Low,3142.1428571428573
306,2011-11-02,,2011,Nov,Not holiday,We,Workingday,Clear/Few clouds,0.3775,0.390133,0.71875,0.0820917,370,3816,4186,Normal,Low,Low,3183.8571428571427
307,2011-11-03,,2011,Nov,Not holiday,Th,Workingday,Clear/Few clouds,0.408333,0.405921,0.702083,0.136817,318,3656,3974,Normal,Low,Low,3371.714285714286
308,2011-11-04,,2011,Nov,Not holiday,Fr,Workingday,Cloudy/Broken clouds,0.403333,0.403392,0.6225,0.271779,470,3576,4046,Normal,Low,Low,3414.4285714285716
309,2011-11-05,,2011,Nov,Not holiday,Sa,Not Workday,Clear/Few clouds,0.326667,0.323854,0.519167,0.189062,1156,2770,3926,Normal,Low,Low,3885.714285714286
310,2011-11-06,,2011,Nov,Not holiday,Su,Not Workday,Clear/Few clouds,0.348333,0.362358,0.734583,0.0920542,952,2697,3649,Normal,Low,Low,3931.1428571428573
311,2011-11-07,,2011,Nov,Not holiday,Mo,Workingday,Clear/Few clouds,0.395,0.400871,0.75875,0.057225,373,3662,4035,Normal,Low,Low,3983.4285714285716
312,2011-11-08,,2011,Nov,Not holiday,Tu,Workingday,Clear/Few clouds,0.408333,0.412246,0.721667,0.0690375,376,3829,4205,Normal,Low,Low,4003.0
313,2011-11-09,,2011,Nov,Not holiday,We,Workingday,Clear/Few clouds,0.4,0.409079,0.758333,0.0621958,305,3804,4109,Normal,Low,Low,3992.0
314,2011-11-10,,2011,Nov,Not holiday,Th,Workingday,Cloudy/Broken clouds,0.38,0.373721,0.813333,0.189067,190,2743,2933,Normal,Low,Low,3843.285714285714
315,2011-11-11,,2011,Nov,Holiday,Fr,Not Workday,Clear/Few clouds,0.324167,0.306817,0.44625,0.314675,440,2928,3368,Normal,Low,Low,3746.4285714285716
316,2011-11-12,,2011,Nov,Not holiday,Sa,Not Workday,Clear/Few clouds,0.356667,0.357942,0.552917,0.212062,1275,2792,4067,Normal,Low,Low,3766.5714285714284
317,2011-11-13,,2011,Nov,Not holiday,Su,Not Workday,Clear/Few clouds,0.440833,0.43055,0.458333,0.281721,1004,2713,3717,Normal,Low,Low,3776.285714285714
318,2011-11-14,,2011,Nov,Not holiday,Mo,Workingday,Clear/Few clouds,0.53,0.524612,0.587083,0.306596,595,3891,4486,Normal,Low,Low,3840.714285714286
319,2011-11-15,,2011,Nov,Not holiday,Tu,Workingday,Cloudy/Broken clouds,0.53,0.507579,0.68875,0.199633,449,3746,4195,Normal,Low,Low,3839.285714285714
320,2011-11-16,,2011,Nov,Not holiday,We,Workingday,Light Rain/Snow,0.456667,0.451988,0.93,0.136829,145,1672,1817,Low,Low,Low,3511.8571428571427
321,2011-11-17,,2011,Nov,Not holiday,Th,Workingday,Cloudy/Broken clouds,0.341667,0.323221,0.575833,0.305362,139,2914,3053,Normal,Low,Low,3529.0
322,2011-11-18,,2011,Nov,Not holiday,Fr,Workingday,Clear/Few clouds,0.274167,0.272721,0.41,0.168533,245,3147,3392,Normal,Low,Low,3532.4285714285716
323,2011-11-19,,2011,Nov,Not holiday,Sa,Not Workday,Clear/Few clouds,0.329167,0.324483,0.502083,0.224496,943,2720,3663,Normal,Low,Low,3474.714285714286
324,2011-11-20,,2011,Nov,Not holiday,Su,Not Workday,Cloudy/Broken clouds,0.463333,0.457058,0.684583,0.18595,787,2733,3520,Normal,Low,Low,3446.5714285714284
325,2011-11-21,,2011,Nov,Not holiday,Mo,Workingday,Light Rain/Snow,0.4475,0.445062,0.91,0.138054,220,2545,2765,Normal,Low,Low,3200.714285714286
326,2011-11-22,,2011,Nov,Not holiday,Tu,Workingday,Light Rain/Snow,0.416667,0.421696,0.9625,0.118792,69,1538,1607,Low,Low,Low,2831.0
327,2011-11-23,,2011,Nov,Not holiday,We,Workingday,Cloudy/Broken clouds,0.440833,0.430537,0.757917,0.335825,112,2454,2566,Normal,Low,Low,2938.0
